Drug	Rank	Score	Type	Path
HEB1482	8	1.0000	BFS_PATH	HEB1482 -> includes -> INT16422 -> treats -> TS2307 -> is_affected_by -> GEE20209 -> is_associated_with -> DM06
HEB1482	9	1.0000	BFS_PATH	HEB1482 -> includes -> INT16422 -> treats -> TS2307 -> is_affected_by -> GEE19700 -> is_associated_with -> DM06
HEB1482	10	1.0000	BFS_PATH	HEB1482 -> includes -> INT16422 -> treats -> TS2307 -> is_affected_by -> GEE16894 -> is_associated_with -> DM06
HEB5161	1	1.0000	BFS_PATH	HEB5161 -> includes -> INT21635 -> treats -> TS1834 -> is_affected_by -> GEE14365 -> is_associated_with -> DM06
HEB5161	2	1.0000	BFS_PATH	HEB5161 -> includes -> INT21635 -> treats -> TS1834 -> is_affected_by -> GEE13879 -> is_associated_with -> DM06
HEB5161	3	1.0000	BFS_PATH	HEB5161 -> includes -> INT21635 -> treats -> TS1834 -> is_affected_by -> GEE11820 -> is_associated_with -> DM06
HEB5161	4	1.0000	BFS_PATH	HEB5161 -> includes -> INT21635 -> treats -> TS1834 -> is_affected_by -> GEE11808 -> is_associated_with -> DM06
HEB5161	5	1.0000	BFS_PATH	HEB5161 -> includes -> INT21635 -> treats -> TS1834 -> is_affected_by -> GEE11652 -> is_associated_with -> DM06
HEB5161	6	1.0000	BFS_PATH	HEB5161 -> includes -> INT21635 -> treats -> TS1567 -> is_affected_by -> GEE20214 -> is_associated_with -> DM06
HEB5161	7	1.0000	BFS_PATH	HEB5161 -> includes -> INT21635 -> treats -> TS1567 -> is_affected_by -> GEE20213 -> is_associated_with -> DM06
HEB5161	8	1.0000	BFS_PATH	HEB5161 -> includes -> INT21635 -> treats -> TS1567 -> is_affected_by -> GEE20212 -> is_associated_with -> DM06
HEB5161	9	1.0000	BFS_PATH	HEB5161 -> includes -> INT21635 -> treats -> TS1567 -> is_affected_by -> GEE20211 -> is_associated_with -> DM06
HEB5161	10	1.0000	BFS_PATH	HEB5161 -> includes -> INT21635 -> treats -> TS1567 -> is_affected_by -> GEE20210 -> is_associated_with -> DM06
HEB3348	1	1.0000	BFS_PATH	HEB3348 -> includes -> INT33059 -> treats -> TS1583 -> is_affected_by -> GEE20214 -> is_associated_with -> DM06
HEB3348	2	1.0000	BFS_PATH	HEB3348 -> includes -> INT33059 -> treats -> TS1583 -> is_affected_by -> GEE20213 -> is_associated_with -> DM06
HEB3348	3	1.0000	BFS_PATH	HEB3348 -> includes -> INT33059 -> treats -> TS1583 -> is_affected_by -> GEE20212 -> is_associated_with -> DM06
HEB3348	4	1.0000	BFS_PATH	HEB3348 -> includes -> INT33059 -> treats -> TS1583 -> is_affected_by -> GEE20211 -> is_associated_with -> DM06
HEB3348	5	1.0000	BFS_PATH	HEB3348 -> includes -> INT33059 -> treats -> TS1583 -> is_affected_by -> GEE20210 -> is_associated_with -> DM06
HEB3348	6	1.0000	BFS_PATH	HEB3348 -> includes -> INT33059 -> treats -> TS1583 -> is_affected_by -> GEE20209 -> is_associated_with -> DM06
HEB3348	7	1.0000	BFS_PATH	HEB3348 -> includes -> INT33059 -> treats -> TS1583 -> is_affected_by -> GEE19700 -> is_associated_with -> DM06
HEB3348	8	1.0000	BFS_PATH	HEB3348 -> includes -> INT33059 -> treats -> TS1583 -> is_affected_by -> GEE16894 -> is_associated_with -> DM06
HEB3348	9	1.0000	BFS_PATH	HEB3348 -> includes -> INT33059 -> treats -> TS1583 -> is_affected_by -> GEE16415 -> is_associated_with -> DM06
HEB3348	10	1.0000	BFS_PATH	HEB3348 -> includes -> INT33059 -> treats -> TS1583 -> is_affected_by -> GEE14365 -> is_associated_with -> DM06
HEB0006	1	1.0000	BFS_PATH	HEB0006 -> includes -> INT36670 -> treats -> TS2572 -> is_affected_by -> GEE21092 -> is_associated_with -> DM06
HEB0006	2	1.0000	BFS_PATH	HEB0006 -> includes -> INT36670 -> treats -> TS1660 -> is_affected_by -> GEE08076 -> is_associated_with -> DM06
HEB0006	3	1.0000	BFS_PATH	HEB0006 -> includes -> INT36582 -> treats -> TS2571 -> is_affected_by -> GEE21092 -> is_associated_with -> DM06
HEB0006	4	1.0000	BFS_PATH	HEB0006 -> includes -> INT36582 -> treats -> TS2076 -> is_affected_by -> GEE20355 -> is_associated_with -> DM06
HEB0006	5	1.0000	BFS_PATH	HEB0006 -> includes -> INT36582 -> treats -> TS1581 -> is_affected_by -> GEE20214 -> is_associated_with -> DM06
HEB0006	6	1.0000	BFS_PATH	HEB0006 -> includes -> INT36582 -> treats -> TS1581 -> is_affected_by -> GEE20213 -> is_associated_with -> DM06
HEB0006	7	1.0000	BFS_PATH	HEB0006 -> includes -> INT36582 -> treats -> TS1581 -> is_affected_by -> GEE20212 -> is_associated_with -> DM06
HEB0006	8	1.0000	BFS_PATH	HEB0006 -> includes -> INT36582 -> treats -> TS1581 -> is_affected_by -> GEE20211 -> is_associated_with -> DM06
HEB0006	9	1.0000	BFS_PATH	HEB0006 -> includes -> INT36582 -> treats -> TS1581 -> is_affected_by -> GEE20210 -> is_associated_with -> DM06
HEB0006	10	1.0000	BFS_PATH	HEB0006 -> includes -> INT36582 -> treats -> TS1581 -> is_affected_by -> GEE20209 -> is_associated_with -> DM06
HEB5184	1	1.0000	BFS_PATH	HEB5184 -> includes -> INT36725 -> treats -> TS2084 -> is_affected_by -> GEE20355 -> is_associated_with -> DM06
HEB5184	2	1.0000	BFS_PATH	HEB5184 -> includes -> INT36725 -> treats -> TS2076 -> is_affected_by -> GEE20355 -> is_associated_with -> DM06
HEB5184	3	1.0000	BFS_PATH	HEB5184 -> includes -> INT36725 -> treats -> TS1705 -> is_affected_by -> GEE16564 -> is_associated_with -> DM06
HEB5184	4	1.0000	BFS_PATH	HEB5184 -> includes -> INT36725 -> treats -> TS1705 -> is_affected_by -> GEE05667 -> is_associated_with -> DM06
HEB5184	5	0.9927	BFS_PATH	HEB5184 -> includes -> INT36571 -> treats -> TS1581 -> is_affected_by -> GEE20214 -> is_associated_with -> DM06
HEB5184	6	0.9927	BFS_PATH	HEB5184 -> includes -> INT36571 -> treats -> TS1581 -> is_affected_by -> GEE20213 -> is_associated_with -> DM06
HEB5184	7	0.9927	BFS_PATH	HEB5184 -> includes -> INT36571 -> treats -> TS1581 -> is_affected_by -> GEE20212 -> is_associated_with -> DM06
HEB5184	8	0.9927	BFS_PATH	HEB5184 -> includes -> INT36571 -> treats -> TS1581 -> is_affected_by -> GEE20211 -> is_associated_with -> DM06
HEB5184	9	0.9927	BFS_PATH	HEB5184 -> includes -> INT36571 -> treats -> TS1581 -> is_affected_by -> GEE20210 -> is_associated_with -> DM06
HEB5184	10	0.9927	BFS_PATH	HEB5184 -> includes -> INT36571 -> treats -> TS1581 -> is_affected_by -> GEE20209 -> is_associated_with -> DM06
HEB5058	1	1.0000	BFS_PATH	HEB5058 -> includes -> INT04380 -> treats -> TS1001 -> is_affected_by -> GEE05667 -> is_associated_with -> DM06
HEB5058	2	1.0000	BFS_PATH	HEB5058 -> includes -> INT04380 -> treats -> TS0993 -> is_affected_by -> GEE05667 -> is_associated_with -> DM06
HEB5058	3	1.0000	BFS_PATH	HEB5058 -> includes -> INT04380 -> treats -> TS0899 -> is_affected_by -> GEE20214 -> is_associated_with -> DM06
HEB5058	4	1.0000	BFS_PATH	HEB5058 -> includes -> INT04380 -> treats -> TS0899 -> is_affected_by -> GEE20213 -> is_associated_with -> DM06
HEB5058	5	1.0000	BFS_PATH	HEB5058 -> includes -> INT04380 -> treats -> TS0899 -> is_affected_by -> GEE20212 -> is_associated_with -> DM06
HEB5058	6	1.0000	BFS_PATH	HEB5058 -> includes -> INT04380 -> treats -> TS0899 -> is_affected_by -> GEE20211 -> is_associated_with -> DM06
HEB5058	7	1.0000	BFS_PATH	HEB5058 -> includes -> INT04380 -> treats -> TS0899 -> is_affected_by -> GEE20210 -> is_associated_with -> DM06
HEB5058	8	1.0000	BFS_PATH	HEB5058 -> includes -> INT04380 -> treats -> TS0899 -> is_affected_by -> GEE20209 -> is_associated_with -> DM06
HEB5058	9	1.0000	BFS_PATH	HEB5058 -> includes -> INT04380 -> treats -> TS0899 -> is_affected_by -> GEE19700 -> is_associated_with -> DM06
HEB5058	10	1.0000	BFS_PATH	HEB5058 -> includes -> INT04380 -> treats -> TS0899 -> is_affected_by -> GEE16894 -> is_associated_with -> DM06
HEB4619	1	0.9633	BFS_PATH	HEB4619 -> includes -> INT35947 -> acts_on -> GEE03552 -> is_associated_with -> DM06
HEB4619	2	0.9005	BFS_PATH	HEB4619 -> includes -> INT35994 -> acts_on -> GEE11080 -> textmining -> GEE17012 -> is_associated_with -> DM06
HEB4619	3	0.9005	BFS_PATH	HEB4619 -> includes -> INT35994 -> acts_on -> GEE08096 -> regulates -> GEE16992 -> is_associated_with -> DM06
HEB4619	4	0.8942	BFS_PATH	HEB4619 -> includes -> INT36006 -> treats -> TS0865 -> is_affected_by -> GEE21759 -> is_associated_with -> DM06
HEB4619	5	0.8942	BFS_PATH	HEB4619 -> includes -> INT36006 -> treats -> TS0865 -> is_affected_by -> GEE20355 -> is_associated_with -> DM06
HEB4619	6	0.8942	BFS_PATH	HEB4619 -> includes -> INT36006 -> treats -> TS0865 -> is_affected_by -> GEE20354 -> is_associated_with -> DM06
HEB4619	7	0.8942	BFS_PATH	HEB4619 -> includes -> INT36006 -> treats -> TS0865 -> is_affected_by -> GEE20214 -> is_associated_with -> DM06
HEB4619	8	0.8942	BFS_PATH	HEB4619 -> includes -> INT36006 -> treats -> TS0865 -> is_affected_by -> GEE20213 -> is_associated_with -> DM06
HEB4619	9	0.8942	BFS_PATH	HEB4619 -> includes -> INT36006 -> treats -> TS0865 -> is_affected_by -> GEE20212 -> is_associated_with -> DM06
HEB4619	10	0.8942	BFS_PATH	HEB4619 -> includes -> INT36006 -> treats -> TS0865 -> is_affected_by -> GEE20211 -> is_associated_with -> DM06
HEB2834	1	1.0000	BFS_PATH	HEB2834 -> includes -> INT22389 -> treats -> TS2213 -> is_affected_by -> GEE20214 -> is_associated_with -> DM06
HEB2834	2	1.0000	BFS_PATH	HEB2834 -> includes -> INT22389 -> treats -> TS2213 -> is_affected_by -> GEE20213 -> is_associated_with -> DM06
HEB2834	3	1.0000	BFS_PATH	HEB2834 -> includes -> INT22389 -> treats -> TS2213 -> is_affected_by -> GEE20212 -> is_associated_with -> DM06
HEB2834	4	1.0000	BFS_PATH	HEB2834 -> includes -> INT22389 -> treats -> TS2213 -> is_affected_by -> GEE20211 -> is_associated_with -> DM06
HEB2834	5	1.0000	BFS_PATH	HEB2834 -> includes -> INT22389 -> treats -> TS2213 -> is_affected_by -> GEE20210 -> is_associated_with -> DM06
HEB2834	6	1.0000	BFS_PATH	HEB2834 -> includes -> INT22389 -> treats -> TS2213 -> is_affected_by -> GEE20209 -> is_associated_with -> DM06
HEB2834	7	1.0000	BFS_PATH	HEB2834 -> includes -> INT22389 -> treats -> TS2213 -> is_affected_by -> GEE19700 -> is_associated_with -> DM06
HEB2834	8	1.0000	BFS_PATH	HEB2834 -> includes -> INT22389 -> treats -> TS2213 -> is_affected_by -> GEE16894 -> is_associated_with -> DM06
HEB2834	9	1.0000	BFS_PATH	HEB2834 -> includes -> INT22389 -> treats -> TS2213 -> is_affected_by -> GEE16415 -> is_associated_with -> DM06
HEB2834	10	1.0000	BFS_PATH	HEB2834 -> includes -> INT22389 -> treats -> TS2213 -> is_affected_by -> GEE14365 -> is_associated_with -> DM06
HEB2050	1	1.0000	BFS_PATH	HEB2050 -> treats -> TS1860 -> is_affected_by -> GEE03910 -> experiments -> GEE17972 -> is_associated_with -> DM06
HEB2050	2	1.0000	BFS_PATH	HEB2050 -> treats -> TS1857 -> is_affected_by -> GEE03910 -> experiments -> GEE17972 -> is_associated_with -> DM06
HEB2050	3	1.0000	BFS_PATH	HEB2050 -> treats -> TS1582 -> is_affected_by -> GEE03910 -> experiments -> GEE17972 -> is_associated_with -> DM06
HEB2050	4	1.0000	BFS_PATH	HEB2050 -> treats -> TS0995 -> is_affected_by -> GEE03910 -> experiments -> GEE17972 -> is_associated_with -> DM06
HEB2050	5	1.0000	BFS_PATH	HEB2050 -> is_associated_with -> GEE16163 -> experiments -> GEE00412 -> textmining -> GEE13914 -> is_associated_with -> DM06
HEB2050	6	1.0000	BFS_PATH	HEB2050 -> is_associated_with -> GEE14022 -> is_associated_with -> DM06
HEB2050	7	1.0000	BFS_PATH	HEB2050 -> is_associated_with -> GEE13224 -> regulates -> GEE12412 -> experiments -> GEE15632 -> is_associated_with -> DM06
HEB2050	8	1.0000	BFS_PATH	HEB2050 -> is_associated_with -> GEE13224 -> regulates -> GEE12412 -> experiments -> GEE11025 -> is_associated_with -> DM06
HEB2050	9	1.0000	BFS_PATH	HEB2050 -> is_associated_with -> GEE11815 -> database -> GEE03910 -> experiments -> GEE17972 -> is_associated_with -> DM06
HEB2050	10	1.0000	BFS_PATH	HEB2050 -> is_associated_with -> GEE11227 -> database -> GEE07361 -> experiments -> GEE12801 -> is_associated_with -> DM06
DCP11264	1	1.0000	BFS_PATH	DCP11264 -> treats -> DIMM21747 -> is_associated_with -> GEE12807 -> experiments -> GEE07134 -> is_associated_with -> DM06
DCP11264	2	1.0000	BFS_PATH	DCP11264 -> treats -> DIMM21747 -> is_associated_with -> GEE12476 -> experiments -> GEE08026 -> is_associated_with -> DM06
DCP11264	3	1.0000	BFS_PATH	DCP11264 -> expresses -> GEE00554 -> textmining -> GEE13540 -> experiments -> GEE12952 -> is_associated_with -> DM06
DCP11264	4	1.0000	BFS_PATH	DCP11264 -> expresses -> GEE00554 -> textmining -> GEE13540 -> experiments -> GEE11508 -> is_associated_with -> DM06
DCP11264	5	1.0000	BFS_PATH	DCP11264 -> expresses -> GEE00554 -> regulates -> GEE17768 -> experiments -> GEE07592 -> is_associated_with -> DM06
DCP11264	6	1.0000	BFS_PATH	DCP11264 -> expresses -> GEE00554 -> regulates -> GEE13012 -> experiments -> GEE15420 -> is_associated_with -> DM06
DCP11264	7	1.0000	BFS_PATH	DCP11264 -> downregulates -> GEE04164 -> regulates -> GEE07717 -> experiments_transferred -> GEE10807 -> is_associated_with -> DM06
DCP11264	8	1.0000	BFS_PATH	DCP11264 -> binds -> GEE11405 -> database -> GEE13981 -> experiments -> GEE10973 -> is_associated_with -> DM06
DCP11264	9	1.0000	BFS_PATH	DCP11264 -> binds -> GEE11268 -> database -> GEE13981 -> experiments -> GEE10973 -> is_associated_with -> DM06
DCP11264	10	1.0000	BFS_PATH	DCP11264 -> binds -> GEE10575 -> database -> GEE13981 -> experiments -> GEE10973 -> is_associated_with -> DM06
DCP04678	1	0.7873	BFS_PATH	DCP04678 -> treats -> DIMM00003 -> expresses -> GEE15585 -> textmining -> GEE11025 -> is_associated_with -> DM06
DCP04678	2	0.7873	BFS_PATH	DCP04678 -> treats -> DIMM00003 -> associates -> GEE15140 -> textmining -> GEE11139 -> is_associated_with -> DM06
DCP04678	3	0.7873	BFS_PATH	DCP04678 -> treats -> DIMM00003 -> associates -> GEE14642 -> coexpression -> GEE11508 -> is_associated_with -> DM06
DCP04678	4	0.6587	BFS_PATH	DCP04678 -> treats -> DIMM00003 -> localizes -> UBERON:0002410 -> expresses -> GEE10910 -> is_associated_with -> DM06
DCP04678	5	0.6587	BFS_PATH	DCP04678 -> treats -> DIMM00003 -> localizes -> UBERON:0002110 -> expresses -> GEE16894 -> is_associated_with -> DM06
DCP04678	6	0.6587	BFS_PATH	DCP04678 -> treats -> DIMM00003 -> localizes -> UBERON:0002110 -> expresses -> GEE16415 -> is_associated_with -> DM06
DCP04678	7	0.6587	BFS_PATH	DCP04678 -> treats -> DIMM00003 -> localizes -> UBERON:0002110 -> expresses -> GEE14365 -> is_associated_with -> DM06
DCP04678	8	0.6587	BFS_PATH	DCP04678 -> treats -> DIMM00003 -> localizes -> UBERON:0002110 -> expresses -> GEE13879 -> is_associated_with -> DM06
DCP04678	9	0.6587	BFS_PATH	DCP04678 -> treats -> DIMM00003 -> localizes -> UBERON:0002110 -> expresses -> GEE13104 -> is_associated_with -> DM06
DCP04678	10	0.6587	BFS_PATH	DCP04678 -> treats -> DIMM00003 -> localizes -> UBERON:0002028 -> expresses -> GEE16992 -> is_associated_with -> DM06
DCP12738	1	0.9720	BFS_PATH	DCP12738 -> treats -> DIMM00198 -> is_associated_with -> GEE14022 -> is_associated_with -> DM06
DCP12738	2	0.7873	BFS_PATH	DCP12738 -> treats -> DIMM00198 -> is_associated_with -> GEE15585 -> textmining -> GEE11025 -> is_associated_with -> DM06
DCP12738	3	0.7873	BFS_PATH	DCP12738 -> treats -> DIMM00198 -> is_associated_with -> GEE14062 -> database -> GEE12618 -> is_associated_with -> DM06
DCP12738	4	0.7873	BFS_PATH	DCP12738 -> treats -> DIMM00198 -> is_associated_with -> GEE13142 -> textmining -> GEE13767 -> is_associated_with -> DM06
DCP12738	5	0.7873	BFS_PATH	DCP12738 -> treats -> DIMM00198 -> is_associated_with -> GEE13083 -> textmining -> GEE12618 -> is_associated_with -> DM06
DCP12738	6	0.7873	BFS_PATH	DCP12738 -> treats -> DIMM00198 -> is_associated_with -> GEE12923 -> textmining -> GEE15632 -> is_associated_with -> DM06
DCP12738	7	0.7873	BFS_PATH	DCP12738 -> treats -> DIMM00198 -> is_associated_with -> GEE12790 -> homology -> GEE10085 -> is_associated_with -> DM06
DCP12738	8	0.7873	BFS_PATH	DCP12738 -> treats -> DIMM00198 -> is_associated_with -> GEE12790 -> homology -> GEE09599 -> is_associated_with -> DM06
DCP12738	9	0.7873	BFS_PATH	DCP12738 -> treats -> DIMM00198 -> is_associated_with -> GEE12790 -> database -> GEE10085 -> is_associated_with -> DM06
DCP12738	10	0.7873	BFS_PATH	DCP12738 -> treats -> DIMM00198 -> is_associated_with -> GEE12790 -> database -> GEE09599 -> is_associated_with -> DM06
DCP10156	1	1.0000	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE05989 -> experiments -> GEE11508 -> is_associated_with -> DM06
DCP10156	2	1.0000	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE05813 -> experiments -> GEE16623 -> is_associated_with -> DM06
DCP10156	3	0.7873	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE11080 -> textmining -> GEE17012 -> is_associated_with -> DM06
DCP10156	4	0.7873	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE08442 -> textmining -> GEE06896 -> is_associated_with -> DM06
DCP10156	5	0.7873	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE06585 -> textmining -> GEE10509 -> is_associated_with -> DM06
DCP10156	6	0.7873	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE06585 -> database -> GEE08026 -> is_associated_with -> DM06
DCP10156	7	0.7873	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE05989 -> interacts -> GEE11508 -> is_associated_with -> DM06
DCP10156	8	0.7873	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE02487 -> fusion -> GEE08076 -> is_associated_with -> DM06
DCP10156	9	0.7873	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE02424 -> textmining -> GEE14022 -> is_associated_with -> DM06
DCP10156	10	0.1440	"15	2	0.13333333333333333	candidate_for(X,DM06) <= treats(X,A), is_associated_with(A,GEE17716)"	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE17716 -> candidate_for -> DM06
DCP07553	1	0.7873	BFS_PATH	DCP07553 -> treats -> DIMM17813 -> is_associated_with -> GEE19208 -> textmining -> GEE11025 -> is_associated_with -> DM06
DCP07553	2	0.7873	BFS_PATH	DCP07553 -> treats -> DIMM17813 -> is_associated_with -> GEE14716 -> textmining -> GEE12618 -> is_associated_with -> DM06
DCP07553	3	0.7873	BFS_PATH	DCP07553 -> treats -> DIMM17813 -> is_associated_with -> GEE14716 -> homology -> GEE12618 -> is_associated_with -> DM06
DCP07553	4	0.7873	BFS_PATH	DCP07553 -> treats -> DIMM17813 -> is_associated_with -> GEE14716 -> coexpression -> GEE12618 -> is_associated_with -> DM06
DCP07553	5	0.7873	BFS_PATH	DCP07553 -> treats -> DIMM17813 -> is_associated_with -> GEE13083 -> textmining -> GEE12618 -> is_associated_with -> DM06
DCP07553	6	0.7873	BFS_PATH	DCP07553 -> treats -> DIMM17813 -> is_associated_with -> GEE12923 -> textmining -> GEE15632 -> is_associated_with -> DM06
DCP07553	7	0.7873	BFS_PATH	DCP07553 -> treats -> DIMM17813 -> is_associated_with -> GEE12611 -> textmining -> GEE13104 -> is_associated_with -> DM06
DCP07553	8	0.7873	BFS_PATH	DCP07553 -> treats -> DIMM17813 -> is_associated_with -> GEE12168 -> textmining -> GEE16623 -> is_associated_with -> DM06
DCP07553	9	0.7873	BFS_PATH	DCP07553 -> treats -> DIMM17813 -> is_associated_with -> GEE12168 -> textmining -> GEE13104 -> is_associated_with -> DM06
DCP07553	10	0.7873	BFS_PATH	DCP07553 -> treats -> DIMM17813 -> is_associated_with -> GEE12168 -> textmining -> GEE12686 -> is_associated_with -> DM06
DCP10157	1	1.0000	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE03991 -> experiments -> GEE12987 -> is_associated_with -> DM06
DCP10157	2	0.7873	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE11931 -> textmining -> GEE07134 -> is_associated_with -> DM06
DCP10157	3	0.7873	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE11016 -> database -> GEE10910 -> is_associated_with -> DM06
DCP10157	4	0.7873	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE10934 -> interacts -> GEE10973 -> is_associated_with -> DM06
DCP10157	5	0.7873	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE04234 -> database -> GEE16564 -> is_associated_with -> DM06
DCP10157	6	0.7873	BFS_PATH	DCP10157 -> treats -> DIMM07100 -> is_associated_with -> GEE03991 -> textmining -> GEE12987 -> is_associated_with -> DM06
DCP11226	1	1.0000	BFS_PATH	DCP11226 -> treats -> DIMM07219 -> is_associated_with -> GEE13475 -> experiments -> GEE01123 -> is_associated_with -> DM06
DCP11226	2	1.0000	BFS_PATH	DCP11226 -> expresses -> GEE09111 -> textmining -> GEE09793 -> experiments_transferred -> GEE12801 -> is_associated_with -> DM06
DCP11226	3	1.0000	BFS_PATH	DCP11226 -> expresses -> GEE05111 -> regulates -> GEE12412 -> experiments -> GEE15632 -> is_associated_with -> DM06
DCP11226	4	1.0000	BFS_PATH	DCP11226 -> expresses -> GEE05111 -> regulates -> GEE12412 -> experiments -> GEE11025 -> is_associated_with -> DM06
DCP11226	5	1.0000	BFS_PATH	DCP11226 -> expresses -> GEE05111 -> regulates -> GEE10005 -> experiments_transferred -> GEE16564 -> is_associated_with -> DM06
DCP11226	6	1.0000	BFS_PATH	DCP11226 -> downregulates -> GEE00092 -> experiments -> GEE17736 -> experiments -> GEE11675 -> is_associated_with -> DM06
DCP11226	7	1.0000	BFS_PATH	DCP11226 -> binds -> GEE13930 -> textmining -> GEE13981 -> experiments -> GEE10973 -> is_associated_with -> DM06
DCP11226	8	1.0000	BFS_PATH	DCP11226 -> binds -> GEE13930 -> textmining -> GEE06248 -> experiments -> GEE16366 -> is_associated_with -> DM06
DCP11226	9	1.0000	BFS_PATH	DCP11226 -> binds -> GEE13290 -> textmining -> GEE13981 -> experiments -> GEE10973 -> is_associated_with -> DM06
DCP11226	10	1.0000	BFS_PATH	DCP11226 -> binds -> GEE13290 -> textmining -> GEE06248 -> experiments -> GEE16366 -> is_associated_with -> DM06
DCP12927	1	1.0000	BFS_PATH	DCP12927 -> treats -> DIMM00115 -> is_associated_with -> GEE12350 -> experiments -> GEE15420 -> is_associated_with -> DM06
DCP12927	2	1.0000	BFS_PATH	DCP12927 -> palliates -> DIMM00102 -> downregulates -> GEE16418 -> experiments -> GEE16992 -> is_associated_with -> DM06
DCP12927	3	1.0000	BFS_PATH	DCP12927 -> palliates -> DIMM00068 -> associates -> GEE05813 -> experiments -> GEE16623 -> is_associated_with -> DM06
DCP12927	4	1.0000	BFS_PATH	DCP12927 -> downregulates -> GEE07840 -> database -> GEE12651 -> experiments -> GEE16564 -> is_associated_with -> DM06
DCP12927	5	1.0000	BFS_PATH	DCP12927 -> downregulates -> GEE02775 -> experiments_transferred -> GEE14938 -> textmining -> GEE05667 -> is_associated_with -> DM06
DCP12927	6	1.0000	BFS_PATH	DCP12927 -> downregulates -> GEE02775 -> experiments_transferred -> GEE08633 -> textmining -> GEE15420 -> is_associated_with -> DM06
DCP12927	7	1.0000	BFS_PATH	DCP12927 -> downregulates -> GEE02775 -> experiments -> GEE14938 -> textmining -> GEE05667 -> is_associated_with -> DM06
