Drug	Rank	Score	Type	Path
HEB3348	4	0.2741	"81	18	0.2222222222222222	candidate_for(X,DM06) <= includes(X,A), regulates(A,GEE06639)"	HEB3348 -> includes -> INT05668 -> regulates -> GEE06639 -> candidate_for -> DM06
HEB3348	5	0.2301	"15	4	0.26666666666666666	candidate_for(X,DM06) <= is_associated_with(X,A), homology(A,GEE15628)"	HEB3348 -> is_associated_with -> GEE12417 -> homology -> GEE15628 -> candidate_for -> DM06
HEB3348	6	0.2222	"688	95	0.1380813953488372	candidate_for(X,DM06) <= is_associated_with(X,A), experiments_transferred(A,GEE08100)"	HEB3348 -> is_associated_with -> GEE14680 -> experiments_transferred -> GEE08100 -> candidate_for -> DM06
HEB3348	7	0.2222	"688	95	0.1380813953488372	candidate_for(X,DM06) <= is_associated_with(X,A), experiments_transferred(A,GEE08100)"	HEB3348 -> is_associated_with -> GEE13268 -> experiments_transferred -> GEE08100 -> candidate_for -> DM06
HEB3348	8	0.2222	"688	95	0.1380813953488372	candidate_for(X,DM06) <= is_associated_with(X,A), experiments_transferred(A,GEE08100)"	HEB3348 -> is_associated_with -> GEE12337 -> experiments_transferred -> GEE08100 -> candidate_for -> DM06
HEB3348	9	0.2222	"688	95	0.1380813953488372	candidate_for(X,DM06) <= is_associated_with(X,A), experiments_transferred(A,GEE08100)"	HEB3348 -> is_associated_with -> GEE12217 -> experiments_transferred -> GEE08100 -> candidate_for -> DM06
HEB3348	10	0.2222	"688	95	0.1380813953488372	candidate_for(X,DM06) <= is_associated_with(X,A), experiments_transferred(A,GEE08100)"	HEB3348 -> is_associated_with -> GEE09523 -> experiments_transferred -> GEE08100 -> candidate_for -> DM06
HEB0006	1	0.2497	"567	88	0.15520282186948853	candidate_for(X,DM06) <= is_associated_with(X,A), experiments(A,GEE09016)"	HEB0006 -> is_associated_with -> GEE04090 -> experiments -> GEE09016 -> candidate_for -> DM06
HEB0006	2	0.2266	"101	18	0.1782178217821782	candidate_for(X,DM06) <= includes(X,A), regulates(A,GEE14778)"	HEB0006 -> includes -> INT06720 -> regulates -> GEE14778 -> candidate_for -> DM06
HEB0006	3	0.2222	"688	95	0.1380813953488372	candidate_for(X,DM06) <= is_associated_with(X,A), experiments_transferred(A,GEE08100)"	HEB0006 -> is_associated_with -> GEE14062 -> experiments_transferred -> GEE08100 -> candidate_for -> DM06
HEB0006	4	0.2222	"688	95	0.1380813953488372	candidate_for(X,DM06) <= is_associated_with(X,A), experiments_transferred(A,GEE08100)"	HEB0006 -> is_associated_with -> GEE07476 -> experiments_transferred -> GEE08100 -> candidate_for -> DM06
HEB0006	5	0.2208	"153	21	0.13725490196078433	candidate_for(X,DM06) <= is_associated_with(X,A), experiments_transferred(A,GEE12135)"	HEB0006 -> is_associated_with -> GEE15424 -> experiments_transferred -> GEE12135 -> candidate_for -> DM06
HEB0006	6	0.2208	"153	21	0.13725490196078433	candidate_for(X,DM06) <= is_associated_with(X,A), experiments_transferred(A,GEE12135)"	HEB0006 -> is_associated_with -> GEE08207 -> experiments_transferred -> GEE12135 -> candidate_for -> DM06
HEB0006	7	0.2206	"423	58	0.13711583924349882	candidate_for(X,DM06) <= is_associated_with(X,A), experiments_transferred(A,GEE01510)"	HEB0006 -> is_associated_with -> GEE06417 -> experiments_transferred -> GEE01510 -> candidate_for -> DM06
HEB0006	8	0.2102	"71	11	0.15492957746478872	candidate_for(X,DM06) <= includes(X,A), acts_on(A,GEE01442)"	HEB0006 -> includes -> INT36432 -> acts_on -> GEE01442 -> candidate_for -> DM06
HEB0006	9	0.2068	"388	54	0.13917525773195877	candidate_for(X,DM06) <= includes(X,A), acts_on(A,GEE01622)"	HEB0006 -> includes -> INT04563 -> acts_on -> GEE01622 -> candidate_for -> DM06
HEB0006	10	0.2064	"73	11	0.1506849315068493	candidate_for(X,DM06) <= includes(X,A), regulates(A,GEE07843)"	HEB0006 -> includes -> INT02053 -> regulates -> GEE07843 -> candidate_for -> DM06
HEB5184	1	0.2497	"567	88	0.15520282186948853	candidate_for(X,DM06) <= is_associated_with(X,A), experiments(A,GEE09016)"	HEB5184 -> is_associated_with -> GEE04090 -> experiments -> GEE09016 -> candidate_for -> DM06
HEB5184	2	0.2399	"53	10	0.18867924528301888	candidate_for(X,DM06) <= includes(X,A), acts_on(A,GEE15482)"	HEB5184 -> includes -> INT05811 -> acts_on -> GEE15482 -> candidate_for -> DM06
HEB5184	3	0.2222	"688	95	0.1380813953488372	candidate_for(X,DM06) <= is_associated_with(X,A), experiments_transferred(A,GEE08100)"	HEB5184 -> is_associated_with -> GEE07476 -> experiments_transferred -> GEE08100 -> candidate_for -> DM06
HEB5184	4	0.2206	"423	58	0.13711583924349882	candidate_for(X,DM06) <= is_associated_with(X,A), experiments_transferred(A,GEE01510)"	HEB5184 -> is_associated_with -> GEE06417 -> experiments_transferred -> GEE01510 -> candidate_for -> DM06
HEB5184	5	0.2137	"286	53	0.1853146853146853	candidate_for(X,DM06) <= includes(X,A), indirect_influence(A,ZH178)"	HEB5184 -> includes -> INT04841 -> indirect_influence -> ZH178 -> candidate_for -> DM06
HEB5184	6	0.2066	"286	53	0.1853146853146853	candidate_for(X,DM06) <= includes(X,A), indirect_influence(A,ZH178)"	HEB5184 -> includes -> INT03967 -> indirect_influence -> ZH178 -> candidate_for -> DM06
HEB5184	7	0.2059	"142	23	0.1619718309859155	candidate_for(X,DM06) <= includes(X,A), acts_on(A,GEE05057)"	HEB5184 -> includes -> INT05811 -> acts_on -> GEE05057 -> candidate_for -> DM06
HEB5184	8	0.2033	"337	63	0.18694362017804153	candidate_for(X,DM06) <= includes(X,A), acts_on(A,GEE14524)"	HEB5184 -> includes -> INT35934 -> acts_on -> GEE14524 -> candidate_for -> DM06
HEB5184	9	0.2021	"286	53	0.1853146853146853	candidate_for(X,DM06) <= includes(X,A), indirect_influence(A,ZH178)"	HEB5184 -> includes -> INT00210 -> indirect_influence -> ZH178 -> candidate_for -> DM06
HEB5184	10	0.1954	"255	40	0.1568627450980392	candidate_for(X,DM06) <= includes(X,A), regulates(A,GEE01261)"	HEB5184 -> includes -> INT00304 -> regulates -> GEE01261 -> candidate_for -> DM06
HEB5058	1	0.2497	"567	88	0.15520282186948853	candidate_for(X,DM06) <= is_associated_with(X,A), experiments(A,GEE09016)"	HEB5058 -> is_associated_with -> GEE04090 -> experiments -> GEE09016 -> candidate_for -> DM06
HEB5058	2	0.2222	"688	95	0.1380813953488372	candidate_for(X,DM06) <= is_associated_with(X,A), experiments_transferred(A,GEE08100)"	HEB5058 -> is_associated_with -> GEE07476 -> experiments_transferred -> GEE08100 -> candidate_for -> DM06
HEB5058	3	0.2134	BFS_PATH	HEB5058 -> is_associated_with -> GEE11514 -> experiments_transferred -> GEE07619 -> experiments_transferred -> GEE15420 -> is_associated_with -> DM06
HEB5058	4	0.2134	BFS_PATH	HEB5058 -> is_associated_with -> GEE11514 -> experiments_transferred -> GEE07619 -> experiments -> GEE15420 -> is_associated_with -> DM06
HEB5058	5	0.2134	BFS_PATH	HEB5058 -> is_associated_with -> GEE11514 -> experiments_transferred -> GEE03064 -> experiments -> GEE15420 -> is_associated_with -> DM06
HEB5058	6	0.2134	BFS_PATH	HEB5058 -> is_associated_with -> GEE11514 -> experiments_transferred -> GEE02738 -> experiments -> GEE15420 -> is_associated_with -> DM06
HEB5058	7	0.2134	BFS_PATH	HEB5058 -> is_associated_with -> GEE11514 -> experiments_transferred -> GEE01605 -> experiments -> GEE15420 -> is_associated_with -> DM06
HEB5058	8	0.2134	BFS_PATH	HEB5058 -> is_associated_with -> GEE11514 -> experiments_transferred -> GEE00911 -> experiments -> GEE15420 -> is_associated_with -> DM06
HEB5058	9	0.2134	BFS_PATH	HEB5058 -> is_associated_with -> GEE11514 -> experiments -> GEE03064 -> experiments -> GEE15420 -> is_associated_with -> DM06
HEB5058	10	0.2134	BFS_PATH	HEB5058 -> is_associated_with -> GEE11514 -> experiments -> GEE02738 -> experiments -> GEE15420 -> is_associated_with -> DM06
HEB4619	1	0.2497	"567	88	0.15520282186948853	candidate_for(X,DM06) <= is_associated_with(X,A), experiments(A,GEE09016)"	HEB4619 -> is_associated_with -> GEE04090 -> experiments -> GEE09016 -> candidate_for -> DM06
HEB4619	2	0.2266	"101	18	0.1782178217821782	candidate_for(X,DM06) <= includes(X,A), regulates(A,GEE14778)"	HEB4619 -> includes -> INT06720 -> regulates -> GEE14778 -> candidate_for -> DM06
HEB4619	3	0.2222	"688	95	0.1380813953488372	candidate_for(X,DM06) <= is_associated_with(X,A), experiments_transferred(A,GEE08100)"	HEB4619 -> is_associated_with -> GEE07476 -> experiments_transferred -> GEE08100 -> candidate_for -> DM06
HEB4619	4	0.2125	"286	53	0.1853146853146853	candidate_for(X,DM06) <= includes(X,A), indirect_influence(A,ZH178)"	HEB4619 -> includes -> INT09745 -> indirect_influence -> ZH178 -> candidate_for -> DM06
HEB4619	5	0.2066	"197	31	0.15736040609137056	candidate_for(X,DM06) <= includes(X,A), acts_on(A,GEE03602)"	HEB4619 -> includes -> INT10792 -> acts_on -> GEE03602 -> candidate_for -> DM06
HEB4619	6	0.2033	"337	63	0.18694362017804153	candidate_for(X,DM06) <= includes(X,A), acts_on(A,GEE14524)"	HEB4619 -> includes -> INT35934 -> acts_on -> GEE14524 -> candidate_for -> DM06
HEB4619	7	0.2020	"169	26	0.15384615384615385	candidate_for(X,DM06) <= includes(X,A), acts_on(A,GEE00335)"	HEB4619 -> includes -> INT10792 -> acts_on -> GEE00335 -> candidate_for -> DM06
HEB4619	8	0.1982	"73	11	0.1506849315068493	candidate_for(X,DM06) <= includes(X,A), regulates(A,GEE07843)"	HEB4619 -> includes -> INT06294 -> regulates -> GEE07843 -> candidate_for -> DM06
HEB4619	9	0.1923	"502	60	0.11952191235059761	candidate_for(X,DM06) <= is_associated_with(X,A), experiments(A,GEE01512)"	HEB4619 -> is_associated_with -> GEE02137 -> experiments -> GEE01512 -> candidate_for -> DM06
HEB4619	10	0.1912	"234	34	0.1452991452991453	candidate_for(X,DM06) <= includes(X,A), regulates(A,GEE11897)"	HEB4619 -> includes -> INT06294 -> regulates -> GEE11897 -> candidate_for -> DM06
HEB2834	1	0.2530	"11	2	0.18181818181818182	candidate_for(X,DM06) <= includes(X,A), regulates(A,GEE02471)"	HEB2834 -> includes -> INT00025 -> regulates -> GEE02471 -> candidate_for -> DM06
HEB2834	2	0.1748	"13	2	0.15384615384615385	candidate_for(X,DM06) <= includes(X,A), treats(A,DIMM00497)"	HEB2834 -> includes -> INT00025 -> treats -> DIMM00497 -> candidate_for -> DM06
HEB2834	3	0.1689	"383	54	0.1409921671018277	candidate_for(X,DM06) <= includes(X,A), treats(A,TS1230)"	HEB2834 -> includes -> INT23471 -> treats -> TS1230 -> candidate_for -> DM06
HEB2834	4	0.1556	"322	36	0.11180124223602485	candidate_for(X,DM06) <= includes(X,A), regulates(A,GEE01124)"	HEB2834 -> includes -> INT00025 -> regulates -> GEE01124 -> candidate_for -> DM06
HEB2834	5	0.1417	"532	65	0.12218045112781954	candidate_for(X,DM06) <= includes(X,A), indirect_influence(A,ZH230)"	HEB2834 -> includes -> INT08457 -> indirect_influence -> ZH230 -> candidate_for -> DM06
HEB2834	6	0.1405	"388	47	0.1211340206185567	candidate_for(X,DM06) <= includes(X,A), treats(A,TS2498)"	HEB2834 -> includes -> INT08457 -> treats -> TS2498 -> candidate_for -> DM06
HEB2834	7	0.1385	"514	61	0.11867704280155641	candidate_for(X,DM06) <= includes(X,A), indirect_influence(A,ZH078)"	HEB2834 -> includes -> INT22389 -> indirect_influence -> ZH078 -> candidate_for -> DM06
HEB2834	8	0.1381	"323	40	0.1238390092879257	candidate_for(X,DM06) <= includes(X,A), treats(A,TS2844)"	HEB2834 -> includes -> INT15207 -> treats -> TS2844 -> candidate_for -> DM06
HEB2834	9	0.1380	"696	81	0.11637931034482758	candidate_for(X,DM06) <= includes(X,A), treats(A,TS0993)"	HEB2834 -> includes -> INT17744 -> treats -> TS0993 -> candidate_for -> DM06
HEB2834	10	0.1352	"430	49	0.11395348837209303	candidate_for(X,DM06) <= includes(X,A), treats(A,TS2895)"	HEB2834 -> includes -> INT12798 -> treats -> TS2895 -> candidate_for -> DM06
HEB2050	1	0.2497	"567	88	0.15520282186948853	candidate_for(X,DM06) <= is_associated_with(X,A), experiments(A,GEE09016)"	HEB2050 -> is_associated_with -> GEE04090 -> experiments -> GEE09016 -> candidate_for -> DM06
HEB2050	2	0.2397	BFS_PATH	HEB2050 -> is_associated_with -> GEE10314 -> experiments -> GEE07134 -> is_associated_with -> DM06
HEB2050	3	0.2222	"688	95	0.1380813953488372	candidate_for(X,DM06) <= is_associated_with(X,A), experiments_transferred(A,GEE08100)"	HEB2050 -> is_associated_with -> GEE07476 -> experiments_transferred -> GEE08100 -> candidate_for -> DM06
HEB2050	4	0.2194	"261	44	0.1685823754789272	candidate_for(X,DM06) <= includes(X,A), acts_on(A,GEE10627)"	HEB2050 -> includes -> INT36042 -> acts_on -> GEE10627 -> candidate_for -> DM06
HEB2050	5	0.2138	"71	11	0.15492957746478872	candidate_for(X,DM06) <= includes(X,A), acts_on(A,GEE01442)"	HEB2050 -> includes -> INT36044 -> acts_on -> GEE01442 -> candidate_for -> DM06
HEB2050	6	0.2134	BFS_PATH	HEB2050 -> is_associated_with -> GEE10961 -> experiments_transferred -> GEE00900 -> experiments -> GEE13159 -> is_associated_with -> DM06
HEB2050	7	0.2134	BFS_PATH	HEB2050 -> is_associated_with -> GEE10900 -> experiments -> GEE12412 -> experiments -> GEE15632 -> is_associated_with -> DM06
HEB2050	8	0.2134	BFS_PATH	HEB2050 -> is_associated_with -> GEE10900 -> experiments -> GEE12412 -> experiments -> GEE11025 -> is_associated_with -> DM06
HEB2050	9	0.2134	BFS_PATH	HEB2050 -> is_associated_with -> GEE10314 -> experiments -> GEE09572 -> experiments -> GEE07134 -> is_associated_with -> DM06
HEB2050	10	0.2134	BFS_PATH	HEB2050 -> is_associated_with -> GEE10314 -> experiments -> GEE07830 -> experiments -> GEE07134 -> is_associated_with -> DM06
DCP11264	1	0.3924	"82	20	0.24390243902439024	candidate_for(X,DM06) <= downregulates(X,A), experiments_transferred(A,GEE10905)"	DCP11264 -> downregulates -> GEE02562 -> experiments_transferred -> GEE10905 -> candidate_for -> DM06
DCP11264	2	0.3189	"111	22	0.1981981981981982	candidate_for(X,DM06) <= downregulates(X,A), experiments_transferred(A,GEE07121)"	DCP11264 -> downregulates -> GEE02562 -> experiments_transferred -> GEE07121 -> candidate_for -> DM06
DCP11264	3	0.3118	"129	25	0.1937984496124031	candidate_for(X,DM06) <= downregulates(X,A), experiments(A,GEE05986)"	DCP11264 -> downregulates -> GEE02562 -> experiments -> GEE05986 -> candidate_for -> DM06
DCP11264	4	0.2736	"247	42	0.1700404858299595	candidate_for(X,DM06) <= downregulates(X,A), experiments(A,GEE00476)"	DCP11264 -> downregulates -> GEE01169 -> experiments -> GEE00476 -> candidate_for -> DM06
DCP11264	5	0.2718	"219	37	0.1689497716894977	candidate_for(X,DM06) <= binds(X,A), experiments(A,GEE10062)"	DCP11264 -> binds -> GEE14710 -> experiments -> GEE10062 -> candidate_for -> DM06
DCP11264	6	0.2428	"338	51	0.15088757396449703	candidate_for(X,DM06) <= downregulates(X,A), experiments(A,GEE00100)"	DCP11264 -> downregulates -> GEE01169 -> experiments -> GEE00100 -> candidate_for -> DM06
DCP11264	7	0.2402	"44	15	0.3409090909090909	candidate_for(X,DM06) <= palliates(X,A), associates(A,GEE08269)"	DCP11264 -> palliates -> DIMM00061 -> associates -> GEE08269 -> candidate_for -> DM06
DCP11264	8	0.2391	"175	26	0.14857142857142858	candidate_for(X,DM06) <= downregulates(X,A), experiments_transferred(A,GEE14262)"	DCP11264 -> downregulates -> GEE01725 -> experiments_transferred -> GEE14262 -> candidate_for -> DM06
DCP11264	9	0.2316	"521	75	0.14395393474088292	candidate_for(X,DM06) <= binds(X,A), experiments(A,GEE00973)"	DCP11264 -> binds -> GEE05919 -> experiments -> GEE00973 -> candidate_for -> DM06
DCP11264	10	0.2305	"356	51	0.14325842696629212	candidate_for(X,DM06) <= downregulates(X,A), experiments(A,GEE01268)"	DCP11264 -> downregulates -> GEE02562 -> experiments -> GEE01268 -> candidate_for -> DM06
DCP04678	1	0.1494	BFS_PATH	DCP04678 -> treats -> DIMM00003 -> is_associated_with -> GEE12807 -> experiments -> GEE07134 -> is_associated_with -> DM06
DCP04678	2	0.1494	BFS_PATH	DCP04678 -> treats -> DIMM00003 -> associates -> GEE12807 -> experiments -> GEE07134 -> is_associated_with -> DM06
DCP04678	3	0.0828	BFS_PATH	DCP04678 -> treats -> DIMM00003 -> associates -> GEE13767 -> is_associated_with -> DM06
DCP04678	4	0.0787	BFS_PATH	DCP04678 -> treats -> DIMM00003 -> is_associated_with -> GEE13527 -> textmining -> GEE10118 -> is_associated_with -> DM06
DCP04678	5	0.0787	BFS_PATH	DCP04678 -> treats -> DIMM00003 -> is_associated_with -> GEE12834 -> textmining -> GEE16564 -> is_associated_with -> DM06
DCP04678	6	0.0787	BFS_PATH	DCP04678 -> treats -> DIMM00003 -> is_associated_with -> GEE12834 -> database -> GEE16564 -> is_associated_with -> DM06
DCP04678	7	0.0787	BFS_PATH	DCP04678 -> treats -> DIMM00003 -> is_associated_with -> GEE12354 -> textmining -> GEE14022 -> is_associated_with -> DM06
DCP04678	8	0.0787	BFS_PATH	DCP04678 -> treats -> DIMM00003 -> is_associated_with -> GEE12141 -> textmining -> GEE08245 -> is_associated_with -> DM06
DCP04678	9	0.0787	BFS_PATH	DCP04678 -> treats -> DIMM00003 -> expresses -> GEE15585 -> textmining -> GEE11025 -> is_associated_with -> DM06
DCP04678	10	0.0787	BFS_PATH	DCP04678 -> treats -> DIMM00003 -> expresses -> GEE13859 -> interacts -> GEE16579 -> is_associated_with -> DM06
DCP12738	1	0.0828	BFS_PATH	DCP12738 -> treats -> DIMM00198 -> is_associated_with -> GEE14022 -> is_associated_with -> DM06
DCP12738	2	0.0787	BFS_PATH	DCP12738 -> treats -> DIMM00198 -> is_associated_with -> GEE15585 -> textmining -> GEE11025 -> is_associated_with -> DM06
DCP12738	3	0.0787	BFS_PATH	DCP12738 -> treats -> DIMM00198 -> is_associated_with -> GEE14710 -> textmining -> GEE08031 -> is_associated_with -> DM06
DCP12738	4	0.0787	BFS_PATH	DCP12738 -> treats -> DIMM00198 -> is_associated_with -> GEE14062 -> database -> GEE12618 -> is_associated_with -> DM06
DCP12738	5	0.0787	BFS_PATH	DCP12738 -> treats -> DIMM00198 -> is_associated_with -> GEE13142 -> textmining -> GEE13767 -> is_associated_with -> DM06
DCP12738	6	0.0787	BFS_PATH	DCP12738 -> treats -> DIMM00198 -> is_associated_with -> GEE13083 -> textmining -> GEE12618 -> is_associated_with -> DM06
DCP12738	7	0.0787	BFS_PATH	DCP12738 -> treats -> DIMM00198 -> is_associated_with -> GEE12923 -> textmining -> GEE15632 -> is_associated_with -> DM06
DCP12738	8	0.0787	BFS_PATH	DCP12738 -> treats -> DIMM00198 -> is_associated_with -> GEE12790 -> homology -> GEE10085 -> is_associated_with -> DM06
DCP12738	9	0.0787	BFS_PATH	DCP12738 -> treats -> DIMM00198 -> is_associated_with -> GEE12790 -> homology -> GEE09599 -> is_associated_with -> DM06
DCP12738	10	0.0787	BFS_PATH	DCP12738 -> treats -> DIMM00198 -> is_associated_with -> GEE12790 -> database -> GEE10085 -> is_associated_with -> DM06
DCP10156	1	0.1494	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE05989 -> experiments -> GEE11508 -> is_associated_with -> DM06
DCP10156	2	0.1494	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE05813 -> experiments -> GEE16623 -> is_associated_with -> DM06
DCP10156	3	0.1494	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE03827 -> experiments -> GEE13159 -> is_associated_with -> DM06
DCP10156	4	0.1494	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE00401 -> experiments -> GEE09873 -> is_associated_with -> DM06
DCP10156	5	0.0940	"15	2	0.13333333333333333	candidate_for(X,DM06) <= treats(X,A), is_associated_with(A,GEE17716)"	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE17716 -> candidate_for -> DM06
DCP10156	6	0.0787	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE11080 -> textmining -> GEE17012 -> is_associated_with -> DM06
DCP10156	7	0.0787	BFS_PATH	DCP10156 -> treats -> DIMM15447 -> is_associated_with -> GEE08442 -> textmining -> GEE06896 -> is_associated_with -> DM06
